SalesID,Date,Store,Region,Product,Category,QuantitySold,UnitPrice,PaymentMethod,OrderType,UnitMakingCost
S000871,2024-12-20,DC Burgers West Prime,Prime,Ultimate Double Trouble,Burger,5,8.05000019073486,Digital Wallet,Home Delivery,4
S000872,2024-08-02,DC Burgers South Hub,Delight,Ultimate Double Trouble,Burger,2,6.19999980926514,Mobile Payment,Home Delivery,4
S000873,2024-12-09,DC Burgers West Prime,Prime,Cheesy Loaded Nachos,Side,10,10.6099996566772,Mobile Payment,Home Delivery,2.5
S000874,2024-04-20,DC Burgers East Delight,Grill,Smoky BBQ Beast,Burger,4,8.27000045776367,Digital Wallet,Home Delivery,3.5
S000875,2024-10-01,DC Burgers East Delight,Prime,Smoky BBQ Beast,Burger,7,3.35999989509583,Cash,Dine In,3.5
S000876,2024-12-16,DC Burgers East Delight,Grill,Spicy Chicken Inferno,Side,2,10.4200000762939,Cash,Home Delivery,3
S000877,2024-10-19,DC Burgers West Prime,Delight,Spicy Chicken Inferno,Side,8,11.6099996566772,Digital Wallet,Home Delivery,3
S000878,2024-02-15,DC Burgers North Hub,Hub,Zesty Lemonade,Beverage,2,7.76999998092651,Credit Card,Dine In,1
S000879,2024-01-15,DC Burgers South Hub,Hub,Choco-Mint Milkshake,Beverage,9,9.17000007629395,Cash,Home Delivery,1.5
S000880,2024-12-10,DC Burgers East Delight,Prime,Veggie Lover's Delight,Burger,5,9.4399995803833,Cash,Dine In,2
S000881,2024-05-16,DC Burgers South Hub,Delight,Spicy Chicken Inferno,Side,7,7.90000009536743,Mobile Payment,Home Delivery,3
S000882,2024-07-04,DC Burgers East Delight,Prime,Ocean Fresh Fishwich,Burger,9,5.88000011444092,Cash,Home Delivery,2.79999995231628
S000883,2024-12-24,DC Burgers East Delight,Prime,Spicy Chicken Inferno,Side,10,7.71000003814697,Digital Wallet,Dine In,3
S000884,2024-10-07,DC Burgers North Hub,Hub,Ocean Fresh Fishwich,Burger,2,6.71000003814697,Cash,Home Delivery,2.79999995231628
S000885,2024-01-07,DC Burgers East Delight,Prime,Cheesy Loaded Nachos,Side,2,13.5699996948242,Credit Card,Home Delivery,2.5
S000886,2024-12-18,DC Burgers North Hub,Grill,Smoky BBQ Beast,Burger,8,9.85000038146973,Mobile Payment,Dine In,3.5
S000887,2024-07-11,DC Burgers East Delight,Prime,Smoky BBQ Beast,Burger,3,14.3599996566772,Digital Wallet,Home Delivery,3.5
S000888,2024-12-23,DC Burgers South Hub,Grill,Ocean Fresh Fishwich,Burger,3,11.7200002670288,Credit Card,Home Delivery,2.79999995231628
S000889,2024-05-08,DC Burgers East Delight,Prime,Spicy Chicken Inferno,Side,10,13.3100004196167,Credit Card,Home Delivery,3
S000890,2024-01-30,DC Burgers North Hub,Hub,Zesty Lemonade,Beverage,9,10.7700004577637,Mobile Payment,Home Delivery,1
S000891,2024-08-05,DC Burgers North Hub,Hub,Crispy Golden Fries,Side,2,6.01999998092651,Digital Wallet,Dine In,1
S000892,2024-04-19,DC Burgers East Delight,Grill,Veggie Lover's Delight,Burger,9,4.13000011444092,Credit Card,Home Delivery,2
S000893,2024-10-17,DC Burgers South Hub,Hub,Ultimate Double Trouble,Burger,5,13.039999961853,Mobile Payment,Home Delivery,4
S000894,2024-08-18,DC Burgers West Prime,Delight,Choco-Mint Milkshake,Beverage,5,6.92000007629395,Mobile Payment,Home Delivery,1.5
S000895,2024-12-20,DC Burgers East Delight,Prime,Cheesy Loaded Nachos,Side,3,6.07999992370605,Digital Wallet,Dine In,2.5
S000896,2024-09-30,DC Burgers Central Grill,Hub,Ultimate Double Trouble,Burger,9,12.6700000762939,Credit Card,Dine In,4
S000897,2024-07-31,DC Burgers East Delight,Grill,Ultimate Double Trouble,Burger,10,8.89000034332275,Digital Wallet,Dine In,4
S000898,2024-09-26,DC Burgers East Delight,Grill,Cheesy Loaded Nachos,Side,10,13.8500003814697,Digital Wallet,Home Delivery,2.5
S000899,2024-02-10,DC Burgers Central Grill,Grill,Ultimate Double Trouble,Burger,9,10.5299997329712,Credit Card,Dine In,4
S000900,2024-08-23,DC Burgers West Prime,Grill,Ocean Fresh Fishwich,Burger,10,10.6599998474121,Digital Wallet,Dine In,2.79999995231628
S000901,2024-05-30,DC Burgers West Prime,Grill,Smoky BBQ Beast,Burger,2,10.7799997329712,Mobile Payment,Dine In,3.5
S000902,2024-06-11,DC Burgers Central Grill,Hub,Veggie Lover's Delight,Burger,8,8.89000034332275,Digital Wallet,Dine In,2
S000903,2024-09-18,DC Burgers North Hub,Hub,Zesty Lemonade,Beverage,2,3.35999989509583,Cash,Home Delivery,1
S000904,2024-09-21,DC Burgers North Hub,Hub,Smoky BBQ Beast,Burger,2,13.4200000762939,Mobile Payment,Home Delivery,3.5
S000905,2024-09-09,DC Burgers East Delight,Prime,Zesty Lemonade,Beverage,8,13.0100002288818,Mobile Payment,Dine In,1
S000906,2024-06-25,DC Burgers West Prime,Prime,Ultimate Double Trouble,Burger,5,4.75,Mobile Payment,Home Delivery,4
S000907,2024-07-03,DC Burgers North Hub,Hub,Ultimate Double Trouble,Burger,4,5.57000017166138,Mobile Payment,Dine In,4
S000908,2024-02-19,DC Burgers North Hub,Hub,Spicy Chicken Inferno,Side,10,5.3899998664856,Cash,Home Delivery,3
S000909,2024-06-08,DC Burgers South Hub,Grill,Crispy Golden Fries,Side,2,13.8999996185303,Digital Wallet,Dine In,1
S000910,2024-09-22,DC Burgers West Prime,Prime,Zesty Lemonade,Beverage,2,14.8400001525879,Credit Card,Dine In,1
S000911,2024-09-30,DC Burgers West Prime,Hub,Ocean Fresh Fishwich,Burger,5,6.46999979019165,Mobile Payment,Dine In,2.79999995231628
S000912,2024-05-10,DC Burgers Central Grill,Delight,Zesty Lemonade,Beverage,6,14.8400001525879,Credit Card,Home Delivery,1
S000913,2024-02-04,DC Burgers North Hub,Hub,Ultimate Double Trouble,Burger,6,4.15999984741211,Cash,Dine In,4
S000914,2024-05-10,DC Burgers North Hub,Hub,Zesty Lemonade,Beverage,10,6.11999988555908,Mobile Payment,Dine In,1
S000915,2024-02-29,DC Burgers South Hub,Hub,Smoky BBQ Beast,Burger,9,6,Cash,Dine In,3.5
S000916,2024-12-28,DC Burgers North Hub,Hub,Choco-Mint Milkshake,Beverage,8,14.0600004196167,Digital Wallet,Dine In,1.5
S000917,2024-08-12,DC Burgers North Hub,Hub,Veggie Lover's Delight,Burger,3,8.64000034332275,Digital Wallet,Home Delivery,2
S000918,2024-11-22,DC Burgers East Delight,Prime,Ocean Fresh Fishwich,Burger,9,4.61999988555908,Cash,Dine In,2.79999995231628
S000919,2024-03-31,DC Burgers East Delight,Prime,Ocean Fresh Fishwich,Burger,4,8.82999992370605,Digital Wallet,Dine In,2.79999995231628
S000920,2024-09-30,DC Burgers Central Grill,Hub,Spicy Chicken Inferno,Side,10,11.0500001907349,Mobile Payment,Dine In,3
S000921,2024-01-12,DC Burgers Central Grill,Hub,Smoky BBQ Beast,Burger,3,8.17000007629395,Mobile Payment,Home Delivery,3.5
S000922,2024-05-01,DC Burgers Central Grill,Grill,Choco-Mint Milkshake,Beverage,10,14.7600002288818,Credit Card,Home Delivery,1.5
S000923,2024-08-05,DC Burgers West Prime,Delight,Zesty Lemonade,Beverage,4,5.6399998664856,Cash,Dine In,1
S000924,2024-02-23,DC Burgers Central Grill,Delight,Choco-Mint Milkshake,Beverage,4,3.58999991416931,Mobile Payment,Home Delivery,1.5
S000925,2024-10-04,DC Burgers West Prime,Hub,Veggie Lover's Delight,Burger,9,3.61999988555908,Digital Wallet,Home Delivery,2
S000926,2024-08-19,DC Burgers South Hub,Hub,Smoky BBQ Beast,Burger,7,4.94000005722046,Mobile Payment,Home Delivery,3.5
S000927,2024-10-06,DC Burgers South Hub,Grill,Smoky BBQ Beast,Burger,6,11.3100004196167,Credit Card,Dine In,3.5
S000928,2024-04-30,DC Burgers Central Grill,Delight,Veggie Lover's Delight,Burger,10,14.1899995803833,Digital Wallet,Home Delivery,2
S000929,2024-10-17,DC Burgers Central Grill,Prime,Spicy Chicken Inferno,Side,3,14.1400003433228,Credit Card,Dine In,3
S000930,2024-05-03,DC Burgers Central Grill,Grill,Spicy Chicken Inferno,Side,5,8.09000015258789,Digital Wallet,Dine In,3
S000931,2024-07-01,DC Burgers South Hub,Hub,Crispy Golden Fries,Side,7,5.01999998092651,Digital Wallet,Dine In,1
S000932,2024-12-07,DC Burgers South Hub,Delight,Zesty Lemonade,Beverage,5,7.23999977111816,Digital Wallet,Dine In,1
S000933,2024-03-31,DC Burgers North Hub,Delight,Crispy Golden Fries,Side,7,14.289999961853,Cash,Home Delivery,1
S000934,2024-03-28,DC Burgers Central Grill,Prime,Zesty Lemonade,Beverage,5,4.76000022888184,Mobile Payment,Home Delivery,1
S000935,2024-03-08,DC Burgers Central Grill,Prime,Spicy Chicken Inferno,Side,3,4.1100001335144,Credit Card,Dine In,3
S000936,2024-03-17,DC Burgers West Prime,Prime,Spicy Chicken Inferno,Side,9,3.26999998092651,Credit Card,Home Delivery,3
S000937,2024-05-29,DC Burgers East Delight,Prime,Ocean Fresh Fishwich,Burger,8,3.09999990463257,Digital Wallet,Dine In,2.79999995231628
S000938,2024-07-12,DC Burgers North Hub,Hub,Cheesy Loaded Nachos,Side,3,8.52999973297119,Mobile Payment,Dine In,2.5
S000939,2024-11-09,DC Burgers East Delight,Prime,Ocean Fresh Fishwich,Burger,5,6.82000017166138,Cash,Home Delivery,2.79999995231628
S000940,2024-05-16,DC Burgers South Hub,Prime,Classic Cola Fizz,Beverage,7,9.01000022888184,Cash,Home Delivery,0.699999988079071
S000941,2024-01-08,DC Burgers North Hub,Grill,Spicy Chicken Inferno,Side,1,13.9300003051758,Credit Card,Home Delivery,3
S000942,2024-10-27,DC Burgers South Hub,Hub,Crispy Golden Fries,Side,1,14.8299999237061,Cash,Dine In,1
S000943,2024-07-18,DC Burgers West Prime,Delight,Zesty Lemonade,Beverage,6,9.02000045776367,Mobile Payment,Home Delivery,1
S000944,2024-03-22,DC Burgers North Hub,Delight,Spicy Chicken Inferno,Side,7,14.1700000762939,Mobile Payment,Dine In,3
S000945,2024-03-24,DC Burgers Central Grill,Prime,Choco-Mint Milkshake,Beverage,2,9.35000038146973,Digital Wallet,Home Delivery,1.5
S000946,2024-11-15,DC Burgers West Prime,Hub,Smoky BBQ Beast,Burger,3,13.0699996948242,Credit Card,Dine In,3.5
S000947,2024-04-19,DC Burgers Central Grill,Grill,Choco-Mint Milkshake,Beverage,4,13.3500003814697,Mobile Payment,Dine In,1.5
S000948,2024-04-05,DC Burgers North Hub,Grill,Smoky BBQ Beast,Burger,5,9.88000011444092,Digital Wallet,Home Delivery,3.5
S000949,2024-08-29,DC Burgers East Delight,Prime,Cheesy Loaded Nachos,Side,1,13.8199996948242,Digital Wallet,Dine In,2.5
S000950,2024-04-11,DC Burgers Central Grill,Hub,Ultimate Double Trouble,Burger,5,14.3100004196167,Credit Card,Dine In,4
S000951,2024-06-30,DC Burgers South Hub,Delight,Spicy Chicken Inferno,Side,5,9.9399995803833,Credit Card,Home Delivery,3
S000952,2024-12-11,DC Burgers East Delight,Prime,Veggie Lover's Delight,Burger,1,5.30999994277954,Digital Wallet,Dine In,2
S000953,2024-06-24,DC Burgers East Delight,Prime,Choco-Mint Milkshake,Beverage,1,8.35000038146973,Cash,Dine In,1.5
S000954,2024-09-26,DC Burgers West Prime,Prime,Spicy Chicken Inferno,Side,9,5.44999980926514,Mobile Payment,Dine In,3
S000955,2024-09-04,DC Burgers East Delight,Prime,Choco-Mint Milkshake,Beverage,6,11.1700000762939,Mobile Payment,Home Delivery,1.5
S000956,2024-12-07,DC Burgers North Hub,Grill,Cheesy Loaded Nachos,Side,4,5.94000005722046,Credit Card,Dine In,2.5
S000957,2024-06-14,DC Burgers North Hub,Hub,Spicy Chicken Inferno,Side,6,12.7200002670288,Digital Wallet,Dine In,3
S000958,2024-10-29,DC Burgers West Prime,Hub,Classic Cola Fizz,Beverage,1,13.3400001525879,Credit Card,Dine In,0.699999988079071
S000959,2024-05-16,DC Burgers West Prime,Delight,Ocean Fresh Fishwich,Burger,6,5.57000017166138,Mobile Payment,Home Delivery,2.79999995231628
S000960,2024-02-19,DC Burgers North Hub,Hub,Choco-Mint Milkshake,Beverage,2,7.01999998092651,Cash,Home Delivery,1.5
S000961,2024-12-27,DC Burgers West Prime,Delight,Zesty Lemonade,Beverage,3,8.77999973297119,Credit Card,Home Delivery,1
S000962,2024-07-13,DC Burgers West Prime,Grill,Smoky BBQ Beast,Burger,3,8.98999977111816,Cash,Home Delivery,3.5
S000963,2024-10-14,DC Burgers Central Grill,Hub,Ocean Fresh Fishwich,Burger,3,14.8500003814697,Mobile Payment,Dine In,2.79999995231628
S000964,2024-10-09,DC Burgers Central Grill,Hub,Ultimate Double Trouble,Burger,6,10.9899997711182,Mobile Payment,Dine In,4
S000965,2024-04-23,DC Burgers North Hub,Hub,Spicy Chicken Inferno,Side,4,12.4700002670288,Digital Wallet,Dine In,3
S000966,2024-04-13,DC Burgers North Hub,Delight,Veggie Lover's Delight,Burger,7,4,Cash,Home Delivery,2
S000967,2024-05-11,DC Burgers North Hub,Hub,Crispy Golden Fries,Side,2,6.57000017166138,Mobile Payment,Dine In,1
S000968,2024-05-30,DC Burgers Central Grill,Prime,Veggie Lover's Delight,Burger,4,4.69000005722046,Mobile Payment,Dine In,2
S000969,2024-12-13,DC Burgers West Prime,Grill,Cheesy Loaded Nachos,Side,8,11.6499996185303,Digital Wallet,Dine In,2.5
S000970,2024-01-02,DC Burgers West Prime,Prime,Classic Cola Fizz,Beverage,7,6.61999988555908,Cash,Home Delivery,0.699999988079071
S000971,2024-10-21,DC Burgers Central Grill,Grill,Crispy Golden Fries,Side,10,13.6499996185303,Mobile Payment,Dine In,1
S000972,2024-12-22,DC Burgers North Hub,Hub,Ocean Fresh Fishwich,Burger,8,5.09000015258789,Cash,Home Delivery,2.79999995231628
S000973,2024-09-19,DC Burgers West Prime,Hub,Crispy Golden Fries,Side,10,6.32000017166138,Cash,Home Delivery,1
S000974,2024-02-05,DC Burgers South Hub,Delight,Cheesy Loaded Nachos,Side,7,10.6899995803833,Credit Card,Home Delivery,2.5
S000975,2024-11-22,DC Burgers West Prime,Hub,Choco-Mint Milkshake,Beverage,8,4.76000022888184,Cash,Dine In,1.5
S000976,2024-03-19,DC Burgers Central Grill,Delight,Choco-Mint Milkshake,Beverage,9,6.46999979019165,Digital Wallet,Home Delivery,1.5
S000977,2024-10-01,DC Burgers East Delight,Grill,Crispy Golden Fries,Side,6,9.06999969482422,Mobile Payment,Home Delivery,1
S000978,2024-10-30,DC Burgers South Hub,Hub,Crispy Golden Fries,Side,9,11.0500001907349,Cash,Dine In,1
S000979,2024-10-24,DC Burgers East Delight,Prime,Ultimate Double Trouble,Burger,2,14.210000038147,Digital Wallet,Dine In,4
S000980,2024-01-15,DC Burgers West Prime,Delight,Cheesy Loaded Nachos,Side,7,11.2799997329712,Credit Card,Home Delivery,2.5
S000981,2024-07-04,DC Burgers South Hub,Prime,Crispy Golden Fries,Side,8,6.69000005722046,Credit Card,Dine In,1
S000982,2024-02-11,DC Burgers Central Grill,Prime,Zesty Lemonade,Beverage,6,7.96999979019165,Cash,Home Delivery,1
S000983,2024-06-26,DC Burgers East Delight,Prime,Cheesy Loaded Nachos,Side,4,7.90000009536743,Mobile Payment,Dine In,2.5
S000984,2024-12-08,DC Burgers East Delight,Prime,Spicy Chicken Inferno,Side,10,5,Digital Wallet,Home Delivery,3
S000985,2024-04-03,DC Burgers West Prime,Hub,Veggie Lover's Delight,Burger,6,7.55999994277954,Cash,Dine In,2
S000986,2024-05-04,DC Burgers North Hub,Delight,Ocean Fresh Fishwich,Burger,9,13.3199996948242,Digital Wallet,Home Delivery,2.79999995231628
S000987,2024-05-03,DC Burgers South Hub,Hub,Smoky BBQ Beast,Burger,4,6.3600001335144,Cash,Home Delivery,3.5
S000988,2024-11-20,DC Burgers Central Grill,Grill,Ultimate Double Trouble,Burger,8,12.8999996185303,Digital Wallet,Home Delivery,4
S000989,2024-04-06,DC Burgers South Hub,Prime,Choco-Mint Milkshake,Beverage,10,9.18000030517578,Credit Card,Home Delivery,1.5
S000990,2024-02-07,DC Burgers West Prime,Hub,Spicy Chicken Inferno,Side,8,4.67000007629395,Mobile Payment,Dine In,3
S000991,2024-08-07,DC Burgers Central Grill,Hub,Smoky BBQ Beast,Burger,9,8.56999969482422,Mobile Payment,Home Delivery,3.5
S000992,2024-05-15,DC Burgers Central Grill,Grill,Ultimate Double Trouble,Burger,3,6.15000009536743,Mobile Payment,Dine In,4
S000993,2024-10-11,DC Burgers Central Grill,Hub,Spicy Chicken Inferno,Side,9,10.0299997329712,Mobile Payment,Dine In,3
S000994,2024-06-27,DC Burgers North Hub,Hub,Veggie Lover's Delight,Burger,8,6.13000011444092,Credit Card,Home Delivery,2
S000995,2024-02-03,DC Burgers East Delight,Prime,Veggie Lover's Delight,Burger,6,11.5299997329712,Digital Wallet,Home Delivery,2
S000996,2024-07-23,DC Burgers East Delight,Prime,Zesty Lemonade,Beverage,7,14.3100004196167,Credit Card,Home Delivery,1
S000997,2024-07-26,DC Burgers West Prime,Delight,Zesty Lemonade,Beverage,4,12.210000038147,Credit Card,Home Delivery,1
S000998,2024-11-03,DC Burgers West Prime,Grill,Cheesy Loaded Nachos,Side,2,6.23999977111816,Credit Card,Home Delivery,2.5
S000999,2024-11-07,DC Burgers North Hub,Hub,Veggie Lover's Delight,Burger,3,9.02999973297119,Mobile Payment,Home Delivery,2
S001000,2024-02-06,DC Burgers East Delight,Prime,Choco-Mint Milkshake,Beverage,1,4.17000007629395,Credit Card,Home Delivery,1.5
S001001,2024-02-26,DC Burgers Central Grill,Hub,Cheesy Loaded Nachos,Side,5,10.8999996185303,Digital Wallet,Dine In,2.5
S001002,2024-11-28,DC Burgers South Hub,Delight,Spicy Chicken Inferno,Side,1,4.05000019073486,Credit Card,Home Delivery,3
S001003,2024-11-23,DC Burgers South Hub,Prime,Classic Cola Fizz,Beverage,4,13.8400001525879,Credit Card,Dine In,0.699999988079071
S001004,2024-07-24,DC Burgers Central Grill,Delight,Ocean Fresh Fishwich,Burger,9,9.96000003814697,Digital Wallet,Dine In,2.79999995231628
S001005,2024-02-18,DC Burgers North Hub,Hub,Smoky BBQ Beast,Burger,6,5.01000022888184,Mobile Payment,Dine In,3.5
S001006,2024-11-02,DC Burgers East Delight,Grill,Zesty Lemonade,Beverage,6,5.8899998664856,Digital Wallet,Home Delivery,1
S001007,2024-09-12,DC Burgers Central Grill,Hub,Smoky BBQ Beast,Burger,7,5.07000017166138,Cash,Dine In,3.5
S001008,2024-05-20,DC Burgers North Hub,Hub,Zesty Lemonade,Beverage,9,14.9799995422363,Mobile Payment,Home Delivery,1
S001009,2024-08-19,DC Burgers North Hub,Hub,Ultimate Double Trouble,Burger,7,4.82000017166138,Digital Wallet,Home Delivery,4
S001010,2024-09-22,DC Burgers West Prime,Delight,Ultimate Double Trouble,Burger,5,5.21999979019165,Digital Wallet,Home Delivery,4
S001011,2024-01-01,DC Burgers South Hub,Prime,Spicy Chicken Inferno,Side,4,5.82999992370605,Digital Wallet,Home Delivery,3
S001012,2024-03-16,DC Burgers North Hub,Hub,Smoky BBQ Beast,Burger,3,6.1100001335144,Credit Card,Home Delivery,3.5
S001013,2024-09-28,DC Burgers North Hub,Hub,Crispy Golden Fries,Side,9,5.98999977111816,Credit Card,Home Delivery,1
S001014,2024-01-13,DC Burgers North Hub,Delight,Veggie Lover's Delight,Burger,8,14.4399995803833,Credit Card,Dine In,2
S001015,2024-07-15,DC Burgers Central Grill,Grill,Choco-Mint Milkshake,Beverage,6,8.22999954223633,Digital Wallet,Home Delivery,1.5
S001016,2024-09-14,DC Burgers Central Grill,Grill,Cheesy Loaded Nachos,Side,1,5.86999988555908,Credit Card,Home Delivery,2.5
S001017,2024-09-04,DC Burgers East Delight,Prime,Spicy Chicken Inferno,Side,2,13.5500001907349,Cash,Dine In,3
S001018,2024-10-27,DC Burgers East Delight,Prime,Smoky BBQ Beast,Burger,3,12.4499998092651,Cash,Home Delivery,3.5
S001019,2024-01-26,DC Burgers South Hub,Hub,Spicy Chicken Inferno,Side,1,7.25,Mobile Payment,Dine In,3
S001020,2024-06-10,DC Burgers Central Grill,Delight,Ultimate Double Trouble,Burger,4,9.11999988555908,Mobile Payment,Dine In,4
S001021,2024-10-07,DC Burgers North Hub,Delight,Crispy Golden Fries,Side,1,8.40999984741211,Cash,Home Delivery,1
S001022,2024-07-03,DC Burgers East Delight,Prime,Choco-Mint Milkshake,Beverage,5,8.97999954223633,Mobile Payment,Dine In,1.5
S001023,2024-12-17,DC Burgers East Delight,Prime,Choco-Mint Milkshake,Beverage,3,6.48000001907349,Credit Card,Home Delivery,1.5
S001024,2024-10-16,DC Burgers South Hub,Hub,Ocean Fresh Fishwich,Burger,5,6.69999980926514,Mobile Payment,Dine In,2.79999995231628
S001025,2024-05-11,DC Burgers Central Grill,Prime,Classic Cola Fizz,Beverage,10,9.40999984741211,Credit Card,Dine In,0.699999988079071
S001026,2024-08-16,DC Burgers Central Grill,Hub,Veggie Lover's Delight,Burger,7,8.93000030517578,Cash,Home Delivery,2
S001027,2024-04-06,DC Burgers South Hub,Delight,Spicy Chicken Inferno,Side,8,9.06999969482422,Mobile Payment,Dine In,3
S001028,2024-01-05,DC Burgers Central Grill,Hub,Crispy Golden Fries,Side,1,3.49000000953674,Mobile Payment,Home Delivery,1
S001029,2024-09-17,DC Burgers North Hub,Hub,Ocean Fresh Fishwich,Burger,8,4.92999982833862,Cash,Home Delivery,2.79999995231628
S001030,2024-07-06,DC Burgers North Hub,Hub,Ultimate Double Trouble,Burger,2,11.3299999237061,Digital Wallet,Dine In,4
S001031,2024-01-05,DC Burgers East Delight,Prime,Crispy Golden Fries,Side,7,8.03999996185303,Mobile Payment,Dine In,1
S001032,2024-10-09,DC Burgers South Hub,Hub,Cheesy Loaded Nachos,Side,4,14.4300003051758,Mobile Payment,Home Delivery,2.5
S001033,2024-06-21,DC Burgers West Prime,Prime,Cheesy Loaded Nachos,Side,7,9.6899995803833,Credit Card,Home Delivery,2.5
S001034,2024-03-15,DC Burgers North Hub,Hub,Smoky BBQ Beast,Burger,7,10.6000003814697,Digital Wallet,Dine In,3.5
S001035,2024-06-24,DC Burgers West Prime,Grill,Veggie Lover's Delight,Burger,10,4.07999992370605,Mobile Payment,Home Delivery,2
S001036,2024-08-25,DC Burgers West Prime,Prime,Ocean Fresh Fishwich,Burger,5,4.01000022888184,Digital Wallet,Home Delivery,2.79999995231628
S001037,2024-08-28,DC Burgers North Hub,Hub,Smoky BBQ Beast,Burger,3,4.40999984741211,Digital Wallet,Home Delivery,3.5
S001038,2024-06-28,DC Burgers South Hub,Delight,Ocean Fresh Fishwich,Burger,6,8,Digital Wallet,Dine In,2.79999995231628
S001039,2024-08-13,DC Burgers East Delight,Grill,Veggie Lover's Delight,Burger,3,13.1199998855591,Mobile Payment,Home Delivery,2
S001040,2024-03-08,DC Burgers Central Grill,Grill,Ultimate Double Trouble,Burger,2,12.0600004196167,Mobile Payment,Dine In,4
S001041,2024-11-22,DC Burgers East Delight,Prime,Veggie Lover's Delight,Burger,5,6.80000019073486,Digital Wallet,Dine In,2
S001042,2024-10-29,DC Burgers North Hub,Delight,Spicy Chicken Inferno,Side,5,13.6899995803833,Digital Wallet,Home Delivery,3
S001043,2024-04-16,DC Burgers East Delight,Grill,Spicy Chicken Inferno,Side,3,13.5799999237061,Credit Card,Home Delivery,3
S001044,2024-07-09,DC Burgers South Hub,Hub,Classic Cola Fizz,Beverage,8,11.8699998855591,Cash,Home Delivery,0.699999988079071
S001045,2024-05-31,DC Burgers West Prime,Delight,Zesty Lemonade,Beverage,3,6.90000009536743,Credit Card,Dine In,1
S001046,2024-05-17,DC Burgers South Hub,Grill,Smoky BBQ Beast,Burger,5,8.97000026702881,Cash,Home Delivery,3.5
S001047,2024-01-24,DC Burgers East Delight,Prime,Choco-Mint Milkshake,Beverage,2,13.0900001525879,Digital Wallet,Home Delivery,1.5
S001048,2024-12-14,DC Burgers Central Grill,Hub,Crispy Golden Fries,Side,8,10.8199996948242,Credit Card,Home Delivery,1
S001049,2024-08-26,DC Burgers Central Grill,Hub,Veggie Lover's Delight,Burger,4,4.78999996185303,Cash,Dine In,2
S001050,2024-08-07,DC Burgers Central Grill,Hub,Zesty Lemonade,Beverage,10,13.9099998474121,Cash,Home Delivery,1
S001051,2024-05-31,DC Burgers Central Grill,Hub,Veggie Lover's Delight,Burger,7,11.1499996185303,Credit Card,Dine In,2
S001052,2024-08-31,DC Burgers West Prime,Hub,Ultimate Double Trouble,Burger,2,14.1999998092651,Mobile Payment,Home Delivery,4
S001053,2024-01-31,DC Burgers West Prime,Delight,Zesty Lemonade,Beverage,5,4.42000007629395,Mobile Payment,Home Delivery,1
S001054,2024-03-28,DC Burgers East Delight,Prime,Spicy Chicken Inferno,Side,8,7.94000005722046,Digital Wallet,Home Delivery,3
S001055,2024-05-22,DC Burgers West Prime,Delight,Cheesy Loaded Nachos,Side,6,6.11999988555908,Digital Wallet,Dine In,2.5
S001056,2024-01-16,DC Burgers North Hub,Hub,Ultimate Double Trouble,Burger,6,13.1199998855591,Credit Card,Home Delivery,4
S001057,2024-08-21,DC Burgers Central Grill,Delight,Zesty Lemonade,Beverage,6,10.1400003433228,Mobile Payment,Home Delivery,1
S001058,2024-04-04,DC Burgers Central Grill,Delight,Ultimate Double Trouble,Burger,1,6.17999982833862,Credit Card,Dine In,4
S001059,2024-04-26,DC Burgers Central Grill,Grill,Spicy Chicken Inferno,Side,9,9.51000022888184,Credit Card,Dine In,3
S001060,2024-06-13,DC Burgers West Prime,Hub,Zesty Lemonade,Beverage,5,12.6199998855591,Cash,Home Delivery,1
S001061,2024-05-15,DC Burgers West Prime,Grill,Veggie Lover's Delight,Burger,2,7.59999990463257,Credit Card,Dine In,2
S001062,2024-09-03,DC Burgers West Prime,Hub,Crispy Golden Fries,Side,3,10.6899995803833,Mobile Payment,Home Delivery,1
S001063,2024-01-06,DC Burgers East Delight,Prime,Spicy Chicken Inferno,Side,3,4.71000003814697,Cash,Home Delivery,3
S001064,2024-03-15,DC Burgers Central Grill,Grill,Smoky BBQ Beast,Burger,8,3.02999997138977,Digital Wallet,Dine In,3.5
S001065,2024-05-02,DC Burgers South Hub,Grill,Crispy Golden Fries,Side,10,4.55000019073486,Mobile Payment,Home Delivery,1
S001066,2024-02-19,DC Burgers South Hub,Hub,Ultimate Double Trouble,Burger,10,11.6400003433228,Credit Card,Dine In,4
S001067,2024-12-14,DC Burgers East Delight,Prime,Choco-Mint Milkshake,Beverage,7,7.23000001907349,Credit Card,Home Delivery,1.5
S001068,2024-03-18,DC Burgers West Prime,Prime,Choco-Mint Milkshake,Beverage,8,14.7799997329712,Credit Card,Home Delivery,1.5
S001069,2024-04-01,DC Burgers South Hub,Prime,Ocean Fresh Fishwich,Burger,1,10.6800003051758,Mobile Payment,Dine In,2.79999995231628
S001070,2024-06-20,DC Burgers South Hub,Delight,Zesty Lemonade,Beverage,10,7.17999982833862,Digital Wallet,Home Delivery,1
S001071,2024-09-18,DC Burgers West Prime,Prime,Cheesy Loaded Nachos,Side,5,15,Digital Wallet,Dine In,2.5
S001072,2024-04-28,DC Burgers East Delight,Prime,Ultimate Double Trouble,Burger,6,14.1099996566772,Credit Card,Home Delivery,4
S001073,2024-02-01,DC Burgers South Hub,Hub,Cheesy Loaded Nachos,Side,3,10.4499998092651,Cash,Home Delivery,2.5
S001074,2024-12-22,DC Burgers South Hub,Grill,Ultimate Double Trouble,Burger,8,11.25,Digital Wallet,Dine In,4
